Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1200.55823714607,1389.74952306555,1562.29143045708,1732.50012204556,1869.7133759549,1958.57159232662,2079.70908377484,2137.6250359394,1461.25582714178,1419.73154606978,1556.1297180511,1854.03775211919,2006.00226235757,2140.65027561164,2818.99277980122,3117.73534721624,2257.6092968885,2127.31642731638,2348.88247685352,3298.71250747787,4756.74840785403,5179.13052002464,5299.39630404412,5105.89099544117,3493.57162513699,3766.54811466032,3176.28935747524,2855.94018885769,3090.6070097455,3663.823188064,4827.78173052472,5934.1447107274,7409.69130727951,8908.33176567294,8678.65922498836,11403.2821284616,13396.6243566047,12521.7213530369,12458.891214816,12274.9939689363,8936.19661756825,8836.28652636996,10080.5092817775,9300.66164936497,9029.83326742175,7074.19378281866,7972.53665048385,9281.33334441234
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.00771220853274,1.0152188208109,1.03944503129257,1.00160453389634,1.09289763404408,0.804992588829738,0.976686740403903,1.07255754578395,0.848375851273491,0.846341838863818,0.683327514048415,0.134512965266612,0.412991260987785,0.910738734536583,0.273855965905703,0.212693158602162,0.32201174402017,0.62798622938011,0.350808564777038,0.584731354072149,0.631586020354494,1.47596541135756,2.15045305915354,3.34088809328503,4.73377022686194,5.03391680528314,4.14759377398385,3.25358061271527,1.81340052439306,2.71353166307823,1.73389354610707,1.75312570318945,3.19082601285064,2.99060946913286,1.88848224084392,3.73001288331747,3.91518011396487,3.75496285610022,3.04150901601519,3.57135266957477,3.59214931773371,4.13737803912088,3.33825981744108,4.07858821449124,3.69267321290613,2.59263795330717,2.77979084916568,3.8221961533297
Brazil,BRA,Population growth (annual %),SP.POP.GROW,2.37884287680594,2.38155616304412,2.38655749823333,2.38605063277526,2.37626195376506,2.35969066147983,2.328674853913,2.27914448988333,2.23365283811212,2.18625478508242,2.13058251317121,2.0601457180807,1.98157140954846,1.91028205578332,1.84389971585717,1.78613575086263,1.71576956519978,1.66724681782032,1.61992855794359,1.56329973533197,1.53901255207011,1.51410759163045,1.48650426533337,1.48772098102752,1.45652767159292,1.37521128317928,1.30335503159977,1.24142062598122,1.18021395482771,1.12991417032023,1.09590612526605,1.05833842529955,1.01236820635667,0.957984635895359,0.895632239477021,0.84088322514573,0.81381388423754,0.811598483382088,0.810511647523289,0.806314177734439,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169
Brazil,BRA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,20.6224312680419,19.1629845442635,19.7638680036014,19.5403652959114,18.3213623473092,17.6895792865625,19.0398040162808,15.8778074688358,14.2758169983001,17.4886787327515,20.1836320328161,17.901515851548,22.6606032602475,25.6536837052975,35.8085557485597,18.9201350355325,18.7329794645523,20.1983835778524,20.2543612152904,19.1150403606133,14.4393627074231,14.0413210161005,13.711158574772,13.8904529394102,12.7369014512502,13.9917031283152,13.59459737532,15.4058722696436,16.4179418086704,18.8550188616847,18.1140955339664,18.409816322752,19.3463603151667,19.2268466631,16.3803650250478,17.8023993566141,18.6012664311454,17.678108528341,18.1516908308164,16.1344049935616,14.5293471801657,13.4217530068461,13.5777696899144,12.7074199533443,12.2507958322711,14.7933291843733,17.1564858664614,15.955116099468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 06/05/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
